time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461500000	-24.3335	-6.65091	4.87169	2.31365	-0.558182	lidar	23623.3	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5007	-6.47421	4.85344	2.28123	-0.573515	radar	16045.8	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.5936	-6.34621	4.69839	2.25798	-0.568546	lidar	23688.3	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.734	-6.1591	4.69697	2.22735	-0.570601	radar	16059.1	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9198	-5.94695	4.784	2.20215	-0.566456	lidar	25021.5	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.051	-5.74132	4.79648	2.17111	-0.566086	radar	16353.3	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1824	-5.57306	4.74842	2.1517	-0.556821	lidar	24981.6	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3361	-5.38643	4.77482	2.14484	-0.519327	radar	16671.2	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4823	-5.15628	4.83825	2.11645	-0.521569	lidar	25476	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.613	-4.98066	4.81632	2.11345	-0.47901	radar	16239	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7255	-4.81333	4.74333	2.09724	-0.471026	lidar	25628.3	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8467	-4.60678	4.75514	2.07873	-0.460002	radar	16981.5	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.961	-4.35715	4.82238	2.04622	-0.470057	lidar	25907.4	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0702	-4.13577	4.80292	2.00263	-0.520391	radar	17635.4	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1641	-3.84289	4.92244	1.95882	-0.539161	lidar	26059	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2382	-3.60368	4.90882	1.90764	-0.591054	radar	17529	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2669	-3.33707	4.93046	1.85615	-0.614148	lidar	25700.4	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3167	-3.09046	4.93109	1.81058	-0.642363	radar	17519.8	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3397	-2.86115	4.89139	1.77022	-0.651411	lidar	25953.9	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.3975	-2.63575	4.87304	1.7482	-0.634544	radar	17542.1	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.471	-2.49761	4.70682	1.74197	-0.610267	lidar	26909	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5262	-2.26352	4.72121	1.72526	-0.5836	radar	17988.3	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5753	-2.07266	4.65015	1.70649	-0.573664	lidar	26801.5	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6062	-1.83828	4.65944	1.68699	-0.55051	radar	17885.9	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6047	-1.58499	4.68988	1.64863	-0.561556	lidar	26316	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.6018	-1.35851	4.67083	1.60667	-0.589076	radar	17817.3	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6055	-1.13056	4.66036	1.57717	-0.589239	lidar	26543.6	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6346	-0.909465	4.64467	1.56221	-0.570165	radar	18335	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6463	-0.652149	4.69601	1.53869	-0.564285	lidar	26779.1	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6338	-0.409846	4.71595	1.50059	-0.588526	radar	18629.4	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.589	-0.103484	4.84851	1.46052	-0.598016	lidar	26200.2	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5695	0.137597	4.85366	1.43137	-0.602237	radar	7791.94	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5458	0.43812	4.96921	1.4065	-0.595164	lidar	26526.7	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5337	0.677566	4.94862	1.39801	-0.557746	radar	18432.1	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5257	0.962789	5.02608	1.38487	-0.54144	lidar	26761.3	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4877	1.22767	5.04458	1.37826	-0.494593	radar	17425.8	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4307	1.45866	5.01553	1.35079	-0.497772	lidar	26124.4	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3921	1.67452	4.95129	1.33819	-0.474112	radar	18502.7	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3375	1.87724	4.8802	1.31402	-0.475382	lidar	26099.5	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2695	2.1082	4.87702	1.2858	-0.485047	radar	17842.8	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2081	2.29291	4.7842	1.26122	-0.486362	lidar	25952.4	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1456	2.51765	4.76292	1.24977	-0.458986	radar	17574.4	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0665	2.76233	4.79984	1.2282	-0.457142	lidar	25716.6	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9718	2.98542	4.82242	1.18736	-0.498353	radar	17619.3	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8686	3.27317	4.94655	1.1663	-0.492893	lidar	25415.7	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7854	3.5043	4.94963	1.14725	-0.488218	radar	17401.7	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6804	3.70032	4.89885	1.11891	-0.492994	lidar	25144.3	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.564	3.9071	4.88484	1.08807	-0.503227	radar	17162.2	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.4989	4.0787	4.77939	1.07301	-0.494274	lidar	25412	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3762	4.27859	4.77074	1.04361	-0.50147	radar	16920.7	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2154	4.50194	4.82791	1.00939	-0.510133	lidar	24204.7	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0654	4.69658	4.80514	0.984733	-0.495641	radar	16203.1	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9476	4.8894	4.7833	0.964327	-0.491437	lidar	24363.7	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7918	5.07947	4.78568	0.934293	-0.495673	radar	16169.4	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6221	5.29904	4.85398	0.907923	-0.49604	lidar	23557.5	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4499	5.47872	4.88212	0.865456	-0.529496	radar	16206.4	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2626	5.65187	4.88775	0.828604	-0.540325	lidar	22956.5	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0974	5.8125	4.87709	0.79258	-0.559251	radar	16360.2	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9238	5.97181	4.85855	0.761492	-0.562984	lidar	22743.8	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7815	6.15294	4.76851	0.767453	-0.494386	radar	15503.9	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6154	6.30735	4.74779	0.742143	-0.49553	lidar	22432.2	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4678	6.47641	4.70172	0.736306	-0.462574	radar	15629.9	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2379	6.71213	4.8755	0.722963	-0.448015	lidar	21600.4	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0437	6.85144	4.84153	0.696256	-0.446316	radar	15188	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8283	7.0283	4.90638	0.674333	-0.444494	lidar	21175.6	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6161	7.16425	4.92313	0.638747	-0.465124	radar	14883.4	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4321	7.30711	4.9035	0.618417	-0.46244	lidar	20988.5	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.2007	7.43885	4.98896	0.572375	-0.50806	radar	14614.7	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0189	7.60049	4.9913	0.562923	-0.491052	lidar	20673.3	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8348	7.77187	4.95176	0.569953	-0.437629	radar	14234.1	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6273	7.91354	4.96202	0.55203	-0.433172	lidar	19915.9	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4378	8.04625	4.9198	0.54064	-0.416051	radar	14458.7	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2177	8.07375	4.81307	0.484344	-0.456212	lidar	18961.8	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0281	8.22283	4.74427	0.495268	-0.394959	radar	13614.5	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8501	8.37582	4.75077	0.496392	-0.372302	lidar	19328.4	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6068	8.48995	4.84094	0.464605	-0.398862	radar	13317.8	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3536	8.63371	4.93144	0.452611	-0.388459	lidar	18139.6	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.157	8.76178	4.86119	0.457681	-0.343517	radar	13458.1	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9603	8.86061	4.82336	0.441331	-0.343348	lidar	18038.7	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7639	8.97466	4.75821	0.442032	-0.309418	radar	13293	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5434	9.04595	4.73528	0.414785	-0.322534	lidar	17254.1	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.3017	9.15487	4.80568	0.397248	-0.329049	radar	12545	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0108	9.25342	4.9125	0.374218	-0.334319	lidar	16247.5	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7952	9.33504	4.89246	0.35562	-0.338635	radar	12966.8	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5367	9.44186	4.95713	0.344344	-0.331345	lidar	16087.2	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2695	9.47552	5.0322	0.291212	-0.391696	radar	12434.5	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9696	9.61465	5.18207	0.292665	-0.366046	lidar	15384.9	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.723	9.7105	5.14421	0.294075	-0.328256	radar	11823.4	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4452	9.82088	5.224	0.289672	-0.313667	lidar	14929.6	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.1946	9.90193	5.23412	0.276688	-0.311577	radar	11794.2	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9203	10.0263	5.31329	0.280801	-0.288836	lidar	14537.9	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.6625	10.0979	5.31645	0.266122	-0.288949	radar	11498.7	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.417	10.1999	5.32614	0.265677	-0.273721	lidar	14197.3	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.1565	10.273	5.3466	0.251339	-0.277932	radar	11230.8	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9298	10.286	5.25551	0.219657	-0.298494	lidar	13484.5	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.6814	10.3526	5.22876	0.213556	-0.28253	radar	11033.9	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4705	10.3346	5.10549	0.174248	-0.311879	lidar	12979.2	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.1682	10.3661	5.25049	0.140166	-0.34969	radar	10345.6	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9086	10.4186	5.26172	0.129702	-0.341746	lidar	12472.2	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.6689	10.451	5.14152	0.127696	-0.303025	radar	10535.8	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.433	10.4106	5.06773	0.084717	-0.335368	lidar	11706.6	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.1733	10.4346	5.07278	0.0710439	-0.329345	radar	10132.5	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8582	10.5929	5.24934	0.11134	-0.261933	lidar	11629.9	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.6041	10.6541	5.19162	0.123975	-0.214455	radar	9824.24	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3591	10.6484	5.15215	0.0985708	-0.231539	lidar	10865.5	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.0959	10.6739	5.17195	0.0862196	-0.234254	radar	9627.16	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8391	10.7688	5.20755	0.104286	-0.200553	lidar	10839.8	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.5733	10.8207	5.2137	0.108504	-0.178669	radar	9269.75	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3457	10.7813	5.12797	0.0729261	-0.20923	lidar	9958.62	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.0907	10.8168	5.10452	0.0754863	-0.185777	radar	9107.72	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.843	10.8816	5.11534	0.084777	-0.165101	lidar	9926.2	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.565	10.9031	5.15625	0.0768121	-0.164531	radar	8648.27	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3395	10.915	5.09966	0.0655532	-0.168491	lidar	9404.88	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0729	10.8505	5.21329	-0.00138652	-0.273852	radar	8891.84	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7774	10.8248	5.26381	-0.0238951	-0.282886	lidar	8489.37	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5221	10.8218	5.24318	-0.0345509	-0.276555	radar	8505.68	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.291	10.8141	5.19143	-0.048152	-0.277123	lidar	8498.83	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0466	10.8664	5.0742	-0.016179	-0.195027	radar	8097.7	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.78342	10.9155	5.10866	-0.00392498	-0.17001	lidar	8245.19	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.5582	10.8925	5.04228	-0.0205537	-0.177517	radar	8235.14	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.29481	10.9207	5.07317	-0.015366	-0.161617	lidar	7811.75	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.05307	10.8986	5.03104	-0.0273032	-0.160772	radar	7767.3	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.78497	10.9324	5.07308	-0.0182336	-0.141537	lidar	7490.24	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.55005	10.887	5.02506	-0.0412145	-0.158264	radar	7584.09	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.39417	10.8041	4.83635	-0.081855	-0.195848	lidar	7047.72	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.14666	10.8139	4.82314	-0.072838	-0.165225	radar	7162.78	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.79569	10.868	5.03685	-0.0458612	-0.123871	lidar	6654.9	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.53426	10.8684	5.02345	-0.0376373	-0.0945925	radar	6816.37	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.25479	10.8585	5.07481	-0.0407634	-0.0923779	lidar	6302.53	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.0205	10.8901	4.99667	-0.0147213	-0.0365488	radar	6862.96	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
